time,vel_final,vel_motor1,vel_motor2,vel_motor7,vel_motor8,vel_vcu4L,vel_vcu4R,vel_vcu5L,vel_vcu5R,vel_motor,vel_dis,vel_vcu,dis_final,dis_vcu,dis_intg,dis_4L,dis_4R,dis_5L,dis_5R,odr1,odr2,odr3,odr4,odr5,odr6,odr1_real,odr2_real,odr3_real,odr4_real,odr5_real,odr6_real,odr1_diff,odr2_diff,odr3_diff,odr4_diff,odr5_diff,odr6_diff,phi1_real,phi2_real,phi3_real,sitaJ12_1_real,sitaJ12_2_real,sitaJ23_2_real,sitaJ23_3_real,sitaJ34_3_real,imu_phi1,imu_phi2,imu_phi3,imu_phi4,imu_phi1_r,imu_phi2_r,imu_phi3_r,imu_phi4_r,imu_roll1,imu_roll2,imu_roll3,imu_roll1_r,imu_roll2_r,imu_roll3_r,imu_pitch1,imu_pitch2,imu_pitch3,imu_pitch1_r,imu_pitch2_r,imu_pitch3_r,intg_phi1,intg_phi2,intg_phi3,intg_phi4,imu_acc1_x,imu_acc2_x,imu_acc3_x,imu_acc4_x,imu_acc1_y,imu_acc2_y,imu_acc3_y,imu_acc4_y,imu_acc1_z,imu_acc2_z,imu_acc3_z,imu_acc4_z,angle12,angle23,angle12_vel,angle23_vel,Mc1_A,Mc1_B,Mc2_A,Mc2_B,AS12_select,AS23_select,Mc1_A_sta,Mc1_B_sta,Mc2_A_sta,Mc2_B_sta,mag1_dev,mag2_dev,mag3_dev,mag4_dev,mag5_dev,mag6_dev,mag_curv0,mag_curv1,mag_curv10,mag_curv100,ctrl_multi,ctrl_velocity,ctrl_angle,mcu_brake_flag,mcu_fault_code,veh_num,veh_mode,veh_head,veh_scene,ncu_ctrl_flag,ncu_connect_flag,ncu_brake_flag,ncu_sys_status,ctrl_pt2_rev_ratio,ctrl_pt3_rev_ratio,ctrl_pt4_rev_ratio,ctrl_pt2_curv_ratio,ctrl_pt3_curv_ratio,ctrl_pt4_curv_ratio,coord_state,rds_state,eps_state,vcu_state,servo1_error,frqcv1_error,servo2_error,frqcv2_error,servo3_error,frqcv3_error,servo4_error,frqcv4_error,servo5_error,frqcv5_error,servo6_error,frqcv6_error,usrmc1_1,usrmc1_2,usrmc1_3,usrmc1_4,usrmc1_5,usrmc1_6,usrmc2_1,usrmc2_2,usrmc2_3,usrmc2_4,usrmc2_5,usrmc2_6,usrT_1,usrT_2,usrT_3,usrT_4,usrT_5,usrT_6,latitude,longitude,role,role_others,swi_send_cmd,swi_recv_cmd,magID,ATV_speed,autoGuideMode,ncu_rev_status,auto_state,steer_state,lineNum,battery_level,H2Surplus_1,H2Surplus_3,rtk1_timestamp,rtk1_lat,rtk1_lon,rtk1_flag,rtk2_timestamp,rtk2_lat,rtk2_lon,rtk2_flag,rtk3_timestamp,rtk3_lat,rtk3_lon,rtk3_flag,rtk4_timestamp,rtk4_lat,rtk4_lon,rtk4_flag,WhlCode1L,WhlCode2L,WhlCode3L,WhlCode4L,WhlCode5L,WhlCode6L,WhlCode7L,WhlCode8L,WhlCode1R,WhlCode2R,WhlCode3R,WhlCode4R,WhlCode5R,WhlCode6R,WhlCode7R,WhlCode8R,AccPed_1,TracCmd_1,BrkCmd_1,BrkPed_1,MotorTorque1_1_1,MotorTorque2_1_1,MotorTorque1_3_1,MotorTorque2_3_1,HydBrkForce_1_1,HydBrkForce_2_1,HydBrkForce_3_1,mc1a_torq,mc1b_torq,ta_torq,tb_torq,mc2a_torq,mc2b_torqautoDri_kp,autoDri_Fi,autoDri_pidError,autoDri_pidInt,autoDri_tgtVel,autoDri_AccPedstate
05:18.1,18.310049,18.4128,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,302.98645,0,302.98645,0,0,0,0,12096,-9805,10198,-10198,8639,-11002,12311,-9876,10074,-10140,8741,-11149,0,0,0,0,0,0,15.294317,14.991972,13.905559,-0.214867,0.221207,-0.221207,0.189559,-0.189559,0,0,0,0,15.367188,15.507812,15.296875,0,1.742401,1.810486,0.218262,0.117188,0.414062,0.828125,-0.991425,-0.895447,-0.437408,-1.09375,-1.140625,-1.117188,11844.00488,11828.53027,11814.7334,0,0.13,0.34,0.19,0,1.52,1.56,1.48,0,9.86,9.45,9.62,0,24.98522,23.535177,-0.563221,0.323467,24.98522,25.162506,23.535177,23.534063,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.615,3556693.108,3,0,377379.001,3556685.64,3,0,377376.964,3556668.401,3,0,377379.96,3556676.479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,55,-79,-49,-97,49,800.12,0.00005,0.469431,2058.038574,20,0
05:18.1,18.310049,18.4128,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.088165,0,303.088165,0,0,0,0,12086,-9797,10212,-10212,8630,-10986,12301,-9872,10089,-10155,8725,-11148,0,0,0,0,0,0,15.29933,14.996975,13.91002,-0.214693,0.221497,-0.221497,0.189377,-0.189377,0,0,0,0,15.367188,15.453125,15.304688,0,1.741669,1.810059,0.216125,0.070312,0.367188,0.882812,-0.996857,-0.898254,-0.445343,-1.078125,-1.015625,-1.210938,11844.30176,11828.82813,11815.0293,0,0.13,0.3,0.1,0,1.55,1.52,1.45,0,9.84,9.42,9.47,0,24.991835,23.541344,-0.563221,0.323467,24.991835,25.156324,23.541344,23.518244,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.615,3556693.108,3,0,377379.001,3556685.64,3,0,377376.964,3556668.401,3,0,377379.96,3556676.479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,61,-102,-39,-79,46,650.12,0.00005,0.469431,2058.508057,20,0
05:18.1,18.310049,18.4128,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.18988,0,303.18988,0,0,0,0,12078,-9789,10199,-10199,8647,-10972,12291,-9867,10109,-10176,8699,-11144,0,0,0,0,0,0,15.304338,15.001985,13.914476,-0.214518,0.22121,-0.22121,0.189735,-0.189735,0,0,0,0,15.390625,15.53125,15.28125,0,1.739838,1.809814,0.213257,0,0.28125,0.515625,-1.001312,-0.898895,-0.453888,-0.96875,-0.992188,-1.070312,11844.60059,11829.12793,11815.32422,0,0.17,0.2,0.1,0,1.44,1.49,1.46,0,9.69,9.59,9.2,0,24.965403,23.545443,-0.563221,0.323467,24.965403,25.170738,23.545443,23.504005,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.615,3556693.108,3,0,377379.001,3556685.64,3,0,377376.964,3556668.401,3,0,377379.96,3556676.479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,75,-118,-69,-69,26,210.12,0.00005,0.469431,2058.977539,20,0
05:18.1,18.310049,18.4128,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.291595,0,303.291595,0,0,0,0,12071,-9780,10186,-10186,8663,-10961,12280,-9860,10131,-10200,8666,-11133,0,0,0,0,0,0,15.309342,15.006988,13.918941,-0.214326,0.220941,-0.220941,0.190076,-0.190076,0,0,0,0,15.398438,15.554688,15.382812,0,1.737122,1.808197,0.205017,-0.046875,0.34375,0.421875,-1.003723,-0.898285,-0.459869,-0.9375,-0.867188,-1.007812,11844.89844,11829.42773,11815.62109,0,0.23,0.21,0.19,0,1.36,1.58,1.5,0,9.53,9.77,9.04,0,24.938993,23.549553,-0.563221,0.323467,24.938993,25.194422,23.549553,23.483446,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.615,3556693.108,3,0,377379.001,3556685.64,3,0,377376.964,3556668.401,3,0,377380.041,3556677.005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,59,-125,-86,-58,-18,-260.12,0.00005,0.469431,2059.447021,20,0
05:18.2,18.310049,18.4128,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.393311,0,303.393311,0,0,0,0,12064,-9771,10190,-10190,8660,-10950,12269,-9852,10150,-10220,8643,-11121,0,0,0,0,0,0,15.314342,15.011985,13.923414,-0.214134,0.221018,-0.221018,0.190017,-0.190017,0,0,0,0,15.390625,15.617188,15.382812,0,1.733398,1.807343,0.195038,-0.046875,0.367188,0.664062,-1.005768,-0.896027,-0.464966,-0.882812,-0.859375,-1.03125,11845.19727,11829.72949,11815.91895,0,0.21,0.19,0.19,0,1.5,1.69,1.54,0,9.55,9.73,9.19,0,24.932405,23.550577,-0.563221,0.323467,24.932405,25.198542,23.550577,23.497675,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.269,3556693.486,3,0,377378.847,3556686.135,3,0,377377.253,3556668.85,3,0,377380.041,3556677.005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,56,-134,-84,-62,22,-560.12,0.00005,0.469431,2059.916504,20,0
05:18.2,18.3032,18.399099,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.494995,0,303.494995,0,0,0,0,12058,-9763,10187,-10187,8662,-10940,12259,-9844,10160,-10229,8635,-11108,0,0,0,0,0,0,15.319337,15.016982,13.927885,-0.21396,0.220962,-0.220962,0.190055,-0.190055,0,0,0,0,15.3125,15.59375,15.390625,0,1.730927,1.807159,0.190155,0.15625,0.40625,0.796875,-1.006775,-0.893646,-0.471191,-0.882812,-0.859375,-1.203125,11845.49316,11830.03027,11816.21582,0,0.14,0.22,0.21,0,1.71,1.69,1.55,0,9.68,9.65,9.42,0,24.919203,23.549553,-0.563221,0.323467,24.919203,25.199568,23.549553,23.530895,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.269,3556693.486,3,0,377378.847,3556686.135,3,0,377377.253,3556668.85,3,0,377380.041,3556677.005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,59,-122,-96,-57,97,-960.12,0.00005,0.471333,2060.387939,20,0
05:18.2,18.3032,18.399099,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.59668,0,303.59668,0,0,0,0,12058,-9763,10175,-10175,8674,-10932,12259,-9844,10160,-10229,8635,-11108,0,0,0,0,0,0,15.324329,15.021978,13.932357,-0.21396,0.220703,-0.220703,0.190314,-0.190314,0,0,0,0,15.289062,15.5625,15.414062,0,1.731201,1.807556,0.187561,0.023438,0.492188,0.851562,-1.00766,-0.891083,-0.480103,-0.828125,-0.835938,-1.226562,11845.79004,11830.33008,11816.51367,0,0.13,0.31,0.2,0,1.79,1.62,1.53,0,9.75,9.61,9.53,0,24.904366,23.549553,-0.563221,0.323467,24.904366,25.202654,23.549553,23.543552,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.269,3556693.486,3,0,377378.847,3556686.135,3,0,377377.253,3556668.85,3,0,377380.041,3556677.005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,60,-125,-99,-63,3,-950.12,0.00005,0.471333,2060.859375,20,0
05:18.2,18.3032,18.399099,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.698364,0,303.698364,0,0,0,0,12063,-9752,10172,-10172,8678,-10925,12245,-9830,10160,-10230,8636,-11081,0,0,0,0,0,0,15.329318,15.026968,13.936834,-0.213716,0.220631,-0.220631,0.190422,-0.190422,0,0,0,0,15.351562,15.585938,15.421875,0,1.729767,1.809326,0.183777,0.140625,0.390625,0.59375,-1.007996,-0.888458,-0.488983,-0.90625,-0.867188,-1.210938,11846.08691,11830.63086,11816.81152,0,0.12,0.31,0.16,0,1.68,1.6,1.47,0,9.61,9.62,9.52,0,24.886253,23.551609,-0.181355,-0.277276,24.886253,25.199568,23.551609,23.515078,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.269,3556693.486,3,0,377378.847,3556686.135,3,0,377377.253,3556668.85,3,0,377380.041,3556677.005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,65,-132,-81,-67,-26,-330.12,0.00005,0.471333,2061.330811,20,0
05:18.2,18.3032,18.399099,18.2073,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.800049,0,303.800049,0,0,0,0,12069,-9746,10172,-10172,8686,-10920,12238,-9822,10160,-10229,8634,-11073,0,0,0,0,0,0,15.334303,15.031957,13.941315,-0.213593,0.220639,-0.220639,0.190576,-0.190576,0,0,0,0,15.34375,15.546875,15.4375,0,1.729645,1.80957,0.17569,0.21875,0.390625,0.46875,-1.009247,-0.88678,-0.498138,-0.804688,-0.96875,-1.265625,11846.38477,11830.93164,11817.11035,0,0.13,0.19,0.09,0,1.57,1.61,1.49,0,9.56,9.64,9.45,0,24.879662,23.560852,-0.181355,-0.277276,24.879662,25.196472,23.560852,23.508745,1,1,0,0,0,0,-0.086,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,117,1000,0,0,2,1,0,43,5,0,0,377374.269,3556693.486,3,0,377378.847,3556686.135,3,0,377377.253,3556668.85,3,0,377380.108,3556677.533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,65,-132,-72,-67,-4,-480.12,0.00005,0.471333,2061.802246,20,0
05:18.3,18.351151,18.399099,18.3032,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,303.902008,0,303.902008,0,0,0,0,12076,-9741,10176,-10176,8687,-10916,12232,-9816,10158,-10228,8636,-11062,0,0,0,0,0,0,15.339299,15.036959,13.94581,-0.213489,0.220715,-0.220715,0.190607,-0.190607,0,0,0,0,15.382812,15.554688,15.484375,0,1.731293,1.809265,0.167542,0.195312,0.382812,0.789062,-1.009094,-0.887115,-0.50766,-0.851562,-1.054688,-1.21875,11846.68262,11831.23145,11817.40918,0,0.02,0.11,0.08,0,1.57,1.6,1.56,0,9.67,9.76,9.45,0,24.878021,23.567019,-0.181355,-0.277276,24.878021,25.195446,23.567019,23.492937,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,5,0,0,377373.91,3556693.855,3,0,377378.677,3556686.629,3,0,377377.537,3556669.31,3,0,377380.108,3556677.533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,69,-136,-48,-87,55,-560.12,0.00005,0.458014,2062.260254,20,0
05:18.3,18.351151,18.399099,18.3032,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,304.003967,0,304.003967,0,0,0,0,12084,-9741,10185,-10185,8688,-10913,12232,-9816,10157,-10226,8638,-11059,0,0,0,0,0,0,15.344294,15.041963,13.950307,-0.213489,0.220916,-0.220916,0.190621,-0.190621,0,0,0,0,15.429688,15.617188,15.484375,0,1.733459,1.809082,0.165222,0.398438,0.367188,0.984375,-1.009796,-0.890442,-0.518188,-0.890625,-1.3125,-1.46875,11846.98145,11831.53223,11817.70898,0,0.01,0.15,0.06,0,1.57,1.58,1.57,0,9.89,9.88,9.61,0,24.889549,23.57933,-0.181355,-0.277276,24.889549,25.184128,23.57933,23.477135,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.91,3556693.855,3,0,377378.677,3556686.629,3,0,377377.537,3556669.31,3,0,377380.108,3556677.533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,38,-135,-48,-114,55,-560.12,0.00005,0.458014,2062.718262,20,0
05:18.3,18.351151,18.399099,18.3032,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,304.105927,0,304.105927,0,0,0,0,12091,-9739,10205,-10205,8681,-10911,12229,-9803,10150,-10222,8647,-11044,0,0,0,0,0,0,15.349288,15.046971,13.954803,-0.213436,0.221342,-0.221342,0.190482,-0.190482,0,0,0,0,15.28125,15.632812,15.445312,0,1.738129,1.809357,0.166504,0.257812,0.429688,0.992188,-1.010468,-0.897888,-0.532562,-0.875,-1.445312,-1.5,11847.27734,11831.83398,11818.00781,0,0.08,0.18,0.06,0,1.59,1.56,1.49,0,10.07,9.86,9.85,0,24.910963,23.595762,-0.181355,-0.277276,24.910963,25.163532,23.595762,23.455019,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.91,3556693.855,3,0,377378.677,3556686.629,3,0,377377.537,3556669.31,3,0,377380.108,3556677.533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,36,-131,-19,-130,-61,-620.12,0.00005,0.458014,2063.17627,20,0
05:18.3,18.351151,18.399099,18.3032,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,304.207886,0,304.207886,0,0,0,0,12104,-9740,10246,-10246,8664,-10906,12231,-9796,10149,-10220,8652,-11039,0,0,0,0,0,0,15.354282,15.05199,13.959297,-0.213471,0.222229,-0.222229,0.190097,-0.190097,0,0,0,0,15.296875,15.625,15.492188,0,1.740997,1.810577,0.165985,0.382812,0.46875,0.625,-1.011658,-0.907776,-0.54718,-0.898438,-1.59375,-1.414062,11847.57422,11832.13574,11818.30664,0,0.08,0.28,0.11,0,1.59,1.59,1.47,0,10.07,9.91,9.84,0,24.963758,23.624517,-0.181355,-0.277276,24.963758,25.126472,23.624517,23.429756,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.91,3556693.855,3,0,377378.677,3556686.629,3,0,377377.537,3556669.31,3,0,377380.108,3556677.533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,-25,-138,-25,-146,-110,-600.12,0.00005,0.458014,2063.634277,20,0
05:18.3,18.351151,18.399099,18.3032,0,0,0,173.800003,178.300003,198.300003,0,0,52.305557,304.309845,0,304.309845,0,0,0,0,12121,-9743,10283,-10283,8685,-10906,12234,-9792,10151,-10221,8660,-11031,0,0,0,0,0,0,15.359278,15.057028,13.963781,-0.213524,0.223012,-0.223012,0.190568,-0.190568,0,0,0,0,15.375,15.570312,15.460938,0,1.746399,1.812622,0.159546,0.445312,0.5625,0.617188,-1.013245,-0.920837,-0.559174,-0.992188,-1.757812,-1.242188,11847.87207,11832.43652,11818.60547,0,0,0.36,0.06,0,1.55,1.64,1.5,0,10.01,10.1,9.78,0,25.011669,23.6964,-0.181355,-0.277276,25.011669,25.079115,23.6964,23.352512,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.91,3556693.855,3,0,377378.677,3556686.629,3,0,377377.537,3556669.31,3,0,377380.161,3556678.064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,-105,-148,-62,-127,-27,-690.12,0.00005,0.458014,2064.092285,20,0
05:18.4,18.3717,18.440201,18.3032,0,0,0,176.100006,178.300003,196.100006,0,0,52,304.411896,0,304.411896,0,0,0,0,12136,-9743,10315,-10315,8706,-10909,12234,-9792,10151,-10221,8660,-11031,0,0,0,0,0,0,15.364278,15.062088,13.968281,-0.213524,0.223705,-0.223705,0.191022,-0.191022,0,0,0,0,15.414062,15.53125,15.453125,0,1.752838,1.816986,0.153595,0.570312,0.632812,0.765625,-1.017059,-0.936859,-0.56955,-1.078125,-1.804688,-1.367188,11848.1709,11832.73535,11818.9043,0,-0.02,0.29,0.03,0,1.52,1.63,1.55,0,9.92,10.15,9.88,0,25.051373,23.762144,-0.181355,-0.277276,25.051373,25.060593,23.762144,23.258165,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.547,3556694.218,3,0,377378.496,3556687.115,3,0,377377.806,3556669.778,3,0,377380.161,3556678.064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,-149,-143,-62,-92,-27,-690.12,0.00005,0.452305,2064.544678,20,0
05:18.4,18.3717,18.440201,18.3032,0,0,0,176.100006,178.300003,196.100006,0,0,52,304.513947,0,304.513947,0,0,0,0,12146,-9754,10324,-10324,8707,-10912,12248,-9786,10166,-10233,8661,-11026,0,0,0,0,0,0,15.369281,15.067164,13.972791,-0.213768,0.223894,-0.223894,0.191048,-0.191048,0,0,0,0,15.398438,15.570312,15.484375,0,1.761261,1.822784,0.151276,0.414062,0.710938,0.914062,-1.022278,-0.952881,-0.581512,-1.125,-1.617188,-1.289062,11848.46875,11833.03613,11819.20313,0,0.06,0.27,0.04,0,1.44,1.58,1.59,0,9.84,9.89,9.86,0,25.076208,23.774469,-0.181355,-0.277276,25.076208,25.043097,23.774469,23.226776,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.547,3556694.218,3,0,377378.496,3556687.115,3,0,377377.806,3556669.778,3,0,377380.161,3556678.064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,-177,-138,-110,-49,-77,-730.12,0.00005,0.452305,2064.99707,20,0
05:18.4,18.3717,18.440201,18.3032,0,0,0,176.100006,178.300003,196.100006,0,0,52,304.615997,0,304.615997,0,0,0,0,12153,-9764,10328,-10328,8703,-10915,12261,-9786,10175,-10260,8660,-11022,0,0,0,0,0,0,15.37429,15.072245,13.977302,-0.213995,0.223986,-0.223986,0.190957,-0.190957,0,0,0,0,15.351562,15.648438,15.515625,0,1.767365,1.828888,0.151978,0.445312,0.648438,1.070312,-1.027893,-0.964966,-0.591614,-1.101562,-1.398438,-1.265625,11848.7666,11833.33789,11819.50391,0,0.17,0.32,0.09,0,1.39,1.49,1.54,0,9.77,9.5,9.82,0,25.094442,23.774469,-0.181355,-0.277276,25.094442,25.033831,23.774469,23.225199,1,1,0,0,0,0,-0.092,0,0,0,0,0,0.05,0.05,0.05,0.05,100,100,100,0,14,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,118,1000,0,0,2,1,0,43,6,0,0,377373.547,3556694.218,3,0,377378.496,3556687.115,3,0,377377.806,3556669.778,3,0,377380.161,3556678.064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1950,1950,1950,1790,0,0,0,-190,-144,-110,-60,0,-870.12,0.00005,0.452305,2065.449463,20,0
